FC_ID,ID,Target_Month,Create_Month,Model,StatFC,Actual,JudgmFC,Stat_IND,Man_IND,StatMan_IND,Product_Group,Price_Index,Launch_Date,Launch_Month,Launch_Year,Create_CalMonth,Create_Year,Target_CalMonth,Target_Year,Lead_Time,Product_Age,APE_Stat,APE_Judgm,APE_Stat_Shift,APE_Judgm_shift,APE_STAT_LOG,APE_Judgm_LOG,target_year_shift
33491,11987,201507,201503,SHORT ShiftLevel,396,149,149,1,1,11,3,125,201412,12,2014,3,2015,7,2015,4,7,165.8,0.0,165.8,0.0,5.1106122167,,6
33506,11987,201510,201503,SHORT ShiftLevel,317,55,122,1,1,11,3,125,201412,12,2014,3,2015,10,2015,7,10,476.4,121.8,300.0,121.8,6.1661815045,4.8025296201,6
33516,11987,201511,201506,SHORT ShiftLevel,153,71,134,1,1,11,3,125,201412,12,2014,6,2015,11,2015,5,11,115.5,88.7,115.5,88.7,4.7492095562,4.4856250353,6
33523,11987,201512,201505,SHORT ShiftLevel,173,113,112,1,1,11,3,125,201412,12,2014,5,2015,12,2015,7,12,53.1,0.9,53.1,0.9,3.9721269295,-0.122217633,6
33525,11987,201512,201507,SHORT ShiftLevel,152,113,138,1,1,11,3,125,201412,12,2014,7,2015,12,2015,5,12,34.5,22.1,34.5,22.1,3.5413440134,3.0966581921,6
33528,11987,201512,201510,SHORT ShiftLevel,120,113,89,1,1,11,3,125,201412,12,2014,10,2015,12,2015,2,12,6.2,21.2,6.2,21.2,1.8236925163,3.0558361976,6
33538,11987,201602,201507,SHORT ShiftLevel,185,64,119,1,1,11,3,125,201412,12,2014,7,2015,2,2016,7,14,189.1,85.9,189.1,85.9,5.2420776482,4.4536202879,7
33540,11987,201602,201509,SHORT ShiftLevel,174,64,89,1,1,11,3,125,201412,12,2014,9,2015,2,2016,5,14,171.9,39.1,171.9,39.1,5.1467674684,3.6651629275,7
33545,11987,201603,201506,SHORT ShiftLevel,287,94,160,1,1,11,3,125,201412,12,2014,6,2015,3,2016,9,15,205.3,70.2,205.3,70.2,5.3245655926,4.2515301457,7
33557,11987,201604,201509,SHORT ShiftLevel,325,84,147,1,1,11,3,125,201412,12,2014,9,2015,4,2016,7,16,286.9,75.0,286.9,75.0,5.6591503206,4.3174881135,7
33588,11994,201607,201604,SHORT XT,4889,4874,7712,1,1,11,3,78,201606,6,2016,4,2016,7,2016,3,1,0.3,58.2,0.3,58.2,-1.178449847,4.0643548095,7
33631,12009,201106,201105,SHORT ShiftLevel,85,109,105,1,1,11,3,79,201102,2,2011,5,2011,6,2011,1,4,22.0,3.7,22.0,3.7,3.0918761341,1.3001166649,2
33659,12014,201504,201501,SHORT ShiftLevel,171,55,114,1,1,11,3,82,201407,7,2014,1,2015,4,2015,3,9,210.9,107.3,210.9,107.3,5.3514271919,4.6753744447,6
33662,12014,201505,201410,SHORT ShiftLevel,165,64,103,1,1,11,3,82,201407,7,2014,10,2014,5,2015,7,10,157.8,60.9,157.8,60.9,5.0614076195,4.1098487488,6
33667,12014,201505,201503,SHORT ShiftLevel,76,64,72,1,1,11,3,82,201407,7,2014,3,2015,5,2015,2,10,18.8,12.5,18.8,12.5,2.9311937524,2.5257286443,6
33751,12022,201203,201109,LONG Pure,14523,14941,14939,1,1,11,3,45,200809,9,2008,9,2011,3,2012,6,42,2.8,0.0,2.8,0.0,1.0287872277,-4.313547024,3
33763,12022,201204,201202,LONG Pure,11640,15761,14880,1,1,11,3,45,200809,9,2008,2,2012,4,2012,2,43,26.1,5.6,26.1,5.6,3.2637275042,1.7209339987,3
33767,12022,201205,201110,LONG Pure,12191,9727,13041,1,1,11,3,45,200809,9,2008,10,2011,5,2012,7,44,25.3,34.1,25.3,34.1,3.2320507078,3.5284205811,3
33769,12022,201205,201112,LONG Pure,11671,9727,13996,1,1,11,3,45,200809,9,2008,12,2011,5,2012,5,44,20.0,43.9,20.0,43.9,2.9950123681,3.7816442699,3
33816,12022,201301,201206,LONG Pure,10785,11326,7815,1,1,11,3,45,200809,9,2008,6,2012,1,2013,7,52,4.8,31.0,4.8,31.0,1.5637332182,3.4339701155,4
33821,12022,201301,201211,LONG Pure,8753,11326,8187,1,1,11,3,45,200809,9,2008,11,2012,1,2013,2,52,22.7,27.7,22.7,27.7,3.1231417516,3.3219734962,4
33850,12022,201305,201206,LONG Pure,12908,12062,11355,1,1,11,3,45,200809,9,2008,6,2012,5,2013,11,56,7.0,5.9,7.0,5.9,1.9478742516,1.7683855579,4
33859,12022,201305,201303,LONG Pure,12022,12062,10258,1,1,11,3,45,200809,9,2008,3,2013,5,2013,2,56,0.3,15.0,0.3,15.0,-1.103765654,2.7051165926,4
33865,12022,201306,201210,LONG Pure,7173,4763,6125,1,1,11,3,45,200809,9,2008,10,2012,6,2013,8,57,50.6,28.6,50.6,28.6,3.9239192117,3.3532466719,4
33923,12022,201401,201310,LONG Pure,8219,8609,11453,1,1,11,3,45,200809,9,2008,10,2013,1,2014,3,64,4.5,33.0,4.5,33.0,1.5107534785,3.4975735303,5
33924,12022,201401,201311,LONG Pure,7755,8609,10119,1,1,11,3,45,200809,9,2008,11,2013,1,2014,2,64,9.9,17.5,9.9,17.5,2.2945379331,2.8644716691,5
33928,12022,201402,201307,LONG Pure,9896,6465,8265,1,1,11,3,45,200809,9,2008,7,2013,2,2014,7,65,53.1,27.8,53.1,27.8,3.9716189376,3.3265538387,5
33934,12022,201402,201401,LONG Pure,8079,6465,8219,1,1,11,3,45,200809,9,2008,1,2014,2,2014,1,65,25.0,27.1,25.0,27.1,3.2174827436,3.3006660677,5
33952,12022,201404,201312,LONG Pure,12460,17377,15077,1,1,11,3,45,200809,9,2008,12,2013,4,2014,4,67,28.3,13.2,28.3,13.2,3.3427212817,2.5829318162,5
33959,12022,201405,201308,LONG Pure,11760,10852,13125,1,1,11,3,45,200809,9,2008,8,2013,5,2014,9,68,8.4,20.9,8.4,20.9,2.1243098908,3.0419213361,5
33969,12022,201406,201306,LONG Pure,8707,6838,7352,1,1,11,3,45,200809,9,2008,6,2013,6,2014,12,69,27.3,7.5,27.3,7.5,3.3080784232,2.0171428812,5
33975,12022,201406,201312,LONG Pure,5382,6838,5520,1,1,11,3,45,200809,9,2008,12,2013,6,2014,6,69,21.3,19.3,21.3,19.3,3.0583678445,2.9587903309,5
33976,12022,201406,201401,LONG Pure,6239,6838,5276,1,1,11,3,45,200809,9,2008,1,2014,6,2014,5,69,8.8,22.8,8.8,22.8,2.1701812139,3.1286419462,5
33990,12022,201408,201406,LONG Pure,5294,2387,6386,1,1,11,3,45,200809,9,2008,6,2014,8,2014,2,71,121.8,167.5,121.8,167.5,4.8022544602,5.1211771685,5
33995,12022,201409,201407,LONG Pure,7120,4229,7350,1,1,11,3,45,200809,9,2008,7,2014,9,2014,2,72,68.4,73.8,68.4,73.8,4.2248070905,4.3013580908,5
33996,12022,201409,201408,LONG Pure,6958,4229,6639,1,1,11,3,45,200809,9,2008,8,2014,9,2014,1,72,64.5,57.0,64.5,57.0,4.1671398692,4.042831375,5
33997,12022,201410,201404,LONG Pure,5710,4133,5535,1,1,11,3,45,200809,9,2008,4,2014,10,2014,6,73,38.2,33.9,38.2,33.9,3.6416909584,3.5240664391,5
34018,12022,201501,201407,LONG Pure,9051,6902,9429,1,1,11,3,45,200809,9,2008,7,2014,1,2015,6,76,31.1,36.6,31.1,36.6,3.438361579,3.6003917897,6
34019,12022,201501,201408,LONG Pure,8601,6902,9216,1,1,11,3,45,200809,9,2008,8,2014,1,2015,5,76,24.6,33.5,24.6,33.5,3.203398804,3.5123365901,6
34031,12022,201502,201412,LONG Pure,5473,6982,7788,1,1,11,3,45,200809,9,2008,12,2014,2,2015,2,77,21.6,11.5,21.6,11.5,3.0732819571,2.4461632408,6
34038,12022,201503,201410,LONG Pure,11477,12955,12289,1,1,11,3,45,200809,9,2008,10,2014,3,2015,5,78,11.4,5.1,11.4,5.1,2.4343781945,1.6372227635,6
34046,12022,201504,201408,LONG Pure,15590,9562,14053,1,1,11,3,45,200809,9,2008,8,2014,4,2015,8,79,63.0,47.0,63.0,47.0,4.1437885565,3.8494486699,6
34051,12022,201504,201501,LONG Pure,14258,9562,14080,1,1,11,3,45,200809,9,2008,1,2015,4,2015,3,79,49.1,47.2,49.1,47.2,3.8940843583,3.8554426938,6
34052,12022,201504,201502,LONG Pure,13213,9562,14477,1,1,11,3,45,200809,9,2008,2,2015,4,2015,2,79,38.2,51.4,38.2,51.4,3.6423743785,3.9396650294,6
34090,12022,201508,201506,LONG Pure,3083,5768,3620,1,1,11,3,45,200809,9,2008,6,2015,8,2015,2,83,46.5,37.2,46.5,37.2,3.840525514,3.6173819627,6
34103,12022,201510,201504,LONG Pure,6038,3318,3742,1,1,11,3,45,200809,9,2008,4,2015,10,2015,6,85,82.0,12.8,82.0,12.8,4.4064398745,2.5477861705,6
34132,12022,201601,201509,LONG Pure,6684,5022,6085,1,1,11,3,45,200809,9,2008,9,2015,1,2016,4,88,33.1,21.2,33.1,21.2,3.4993636217,3.0524370246,7
34134,12022,201601,201511,LONG Pure,5642,5022,6143,1,1,11,3,45,200809,9,2008,11,2015,1,2016,2,88,12.3,22.3,12.3,22.3,2.5133061243,3.1055630693,7
34143,12022,201603,201507,LONG Pure,10947,6148,7494,1,1,11,3,45,200809,9,2008,7,2015,3,2016,8,90,78.1,21.9,78.1,21.9,4.3574509232,3.0861805915,7
34145,12022,201603,201509,LONG Pure,11632,6148,8668,1,1,11,3,45,200809,9,2008,9,2015,3,2016,6,90,89.2,41.0,89.2,41.0,4.490878122,3.7133022618,7
34152,12022,201604,201508,LONG Pure,11250,5594,7706,1,1,11,3,45,200809,9,2008,8,2015,4,2016,8,91,101.1,37.8,101.1,37.8,4.6161925198,3.6311109571,7
34185,12022,201607,201605,LONG Pure,2432,2574,4300,1,1,11,3,45,200809,9,2008,5,2016,7,2016,2,94,5.5,67.1,5.5,67.1,1.7077808554,4.2055156695,7
34187,12022,201608,201601,LONG Pure,2930,2341,4832,1,1,11,3,45,200809,9,2008,1,2016,8,2016,7,95,25.2,106.4,25.2,106.4,3.2252629021,4.6672762338,7
34195,12022,201609,201602,LONG Pure,3343,2049,3673,1,1,11,3,45,200809,9,2008,2,2016,9,2016,7,96,63.2,79.3,63.2,79.3,4.1455565128,4.3727105585,7
34198,12022,201609,201605,LONG Pure,1566,2049,3176,1,1,11,3,45,200809,9,2008,5,2016,9,2016,4,96,23.6,55.0,23.6,55.0,3.1600796914,4.0073775518,7
34214,12022,201611,201604,LONG Pure,3545,2412,5196,1,1,11,3,45,200809,9,2008,4,2016,11,2016,7,98,47.0,115.4,47.0,115.4,3.8495828892,4.7486026496,7
34260,12022,201704,201606,LONG Pure,9720,2484,5713,1,1,11,3,45,200809,9,2008,6,2016,4,2017,10,103,291.3,130.0,291.3,130.0,5.6743685894,4.8674725137,8
34280,12022,201705,201703,LONG Pure,5890,3342,4705,1,1,11,3,45,200809,9,2008,3,2017,5,2017,2,104,76.2,40.8,76.2,40.8,4.3339094935,3.7082889085,8
34281,12022,201705,201704,LONG Pure,5820,3342,4247,1,1,11,3,45,200809,9,2008,4,2017,5,2017,1,104,74.1,27.1,74.1,27.1,4.306052539,3.2987804205,8
34311,12022,201709,201707,LONG Pure,1002,1835,1474,1,1,11,3,45,200809,9,2008,7,2017,9,2017,2,108,45.4,19.7,45.4,19.7,3.8154040677,2.9792483838,8
34315,12022,201710,201705,LONG Pure,790,1790,1548,1,1,11,3,45,200809,9,2008,5,2017,10,2017,5,109,55.9,13.5,55.9,13.5,4.0229545661,2.6041370133,8
34316,12022,201710,201706,LONG Pure,794,1790,1497,1,1,11,3,45,200809,9,2008,6,2017,10,2017,4,109,55.6,16.4,55.6,16.4,4.0189465447,2.7953718962,8
34323,12022,201711,201706,LONG Pure,2010,1201,2130,1,1,11,3,45,200809,9,2008,6,2017,11,2017,5,110,67.4,77.4,67.4,77.4,4.210059281,4.3483691027,8
34341,12028,201612,201611,SHORT ShiftLevel,106,85,326,1,1,11,2,71,201608,8,2016,11,2016,12,2016,1,4,24.7,283.5,24.7,283.5,3.2070413672,5.647315863,7
34371,12028,201707,201703,SHORT ShiftLevel,95,126,129,1,1,11,2,71,201608,8,2016,3,2017,7,2017,4,11,24.6,2.4,24.6,2.4,3.2028754835,0.8675005677,8
34433,12046,201108,201106,SHORT ShiftLevel,1531,913,1381,1,1,11,3,80,201101,1,2011,6,2011,8,2011,2,7,67.7,51.3,67.7,51.3,4.2149227629,3.9369026013,2
34437,12046,201109,201107,SHORT ShiftLevel,1684,1247,1473,1,1,11,3,80,201101,1,2011,7,2011,9,2011,2,8,35.0,18.1,35.0,18.1,3.5566074354,2.8972092396,2
34446,12046,201111,201107,SHORT ShiftLevel,1333,783,1559,1,1,11,3,80,201101,1,2011,7,2011,11,2011,4,10,70.2,99.1,70.2,99.1,4.2519557682,4.5961900102,2
34473,12046,201205,201112,SHORT ShiftLevel,2002,1276,1938,1,1,11,3,80,201101,1,2011,12,2011,5,2012,5,16,56.9,51.9,56.9,51.9,4.0412347369,3.948950278,3
34474,12046,201205,201201,SHORT ShiftLevel,1926,1276,1604,1,1,11,3,80,201101,1,2011,1,2012,5,2012,4,16,50.9,25.7,50.9,25.7,3.930657085,3.2466983305,3
34480,12046,201206,201112,SHORT ShiftLevel,1380,845,1547,1,1,11,3,80,201101,1,2011,12,2011,6,2012,6,17,63.3,83.1,63.3,83.1,4.1481003055,4.4197669627,3
34495,12046,201208,201206,LONG Pure,212,986,821,1,1,11,3,80,201101,1,2011,6,2012,8,2012,2,19,78.5,16.7,78.5,16.7,4.363085705,2.8174593053,3
34499,12046,201209,201204,SHORT ShiftLevel,1127,796,1024,1,1,11,3,80,201101,1,2011,4,2012,9,2012,5,20,41.6,28.6,41.6,28.6,3.7276893755,3.3549166291,3
34508,12046,201210,201206,LONG Pure,517,637,883,1,1,11,3,80,201101,1,2011,6,2012,10,2012,4,21,18.8,38.6,18.8,38.6,2.9358922732,3.6537320663,3
34526,12046,201212,201207,LONG Pure,455,944,982,1,1,11,3,80,201101,1,2011,7,2012,12,2012,5,23,51.8,4.0,51.8,4.0,3.9474065093,1.3926301796,3
34641,12059,201208,201207,SHORT ShiftLevel,48,2033,2438,1,1,11,3,104,201206,6,2012,7,2012,8,2012,1,2,97.6,19.9,97.6,19.9,4.5812765655,2.9917894395,3
34643,12059,201209,201208,SHORT ShiftLevel,311,2060,1676,1,1,11,3,104,201206,6,2012,8,2012,9,2012,1,3,84.9,18.6,84.9,18.6,4.4415083992,2.9253514768,3
34671,12066,201501,201409,SHORT XT,1253,1454,1633,1,1,11,3,124,201412,12,2014,9,2014,1,2015,4,1,13.8,12.3,13.8,12.3,2.626401436,2.5104823337,6
34680,12066,201509,201508,SHORT ShiftLevel,426,332,507,1,1,11,3,124,201412,12,2014,8,2015,9,2015,1,9,28.3,52.7,28.3,52.7,3.3433299993,3.964821191,6
34682,12066,201510,201508,SHORT ShiftLevel,391,160,436,1,1,11,3,124,201412,12,2014,8,2015,10,2015,2,10,144.4,172.5,144.4,172.5,4.9724140813,5.1503972365,6
34707,12066,201603,201602,SHORT ShiftLevel,685,214,463,1,1,11,3,124,201412,12,2014,2,2016,3,2016,1,15,220.1,116.4,220.1,116.4,5.394052265,4.7566470674,7
34719,12066,201605,201601,SHORT ShiftLevel,712,191,415,1,1,11,3,124,201412,12,2014,1,2016,5,2016,4,17,272.8,117.3,272.8,117.3,5.6086467997,4.7645428098,7
34721,12066,201605,201603,SHORT ShiftLevel,714,191,447,1,1,11,3,124,201412,12,2014,3,2016,5,2016,2,17,273.8,134.0,273.8,134.0,5.612478222,4.8980742024,7
34732,12072,201504,201411,SHORT XT,5464,10116,2893,1,1,11,3,80,201503,3,2015,11,2014,4,2015,5,1,46.0,71.4,46.0,71.4,3.8283490918,4.2683222362,6
34734,12072,201504,201501,SHORT XT,5146,10116,6188,1,1,11,3,80,201503,3,2015,1,2015,4,2015,3,1,49.1,38.8,49.1,38.8,3.8944716973,3.6591822477,6
34746,12079,201305,201303,SHORT ShiftLevel,339,68,383,1,1,11,3,74,201301,1,2013,3,2013,5,2013,2,4,398.5,463.2,300.0,300.0,5.9877813017,6.1382351196,4
34784,12079,201312,201305,SHORT ShiftLevel,114,73,267,1,1,11,3,74,201301,1,2013,5,2013,12,2013,7,11,56.2,265.8,56.2,265.8,4.0282828115,5.5825689039,4
34798,12079,201402,201312,SHORT ShiftLevel,237,74,387,1,1,11,3,74,201301,1,2013,12,2013,2,2014,2,13,220.3,423.0,220.3,300.0,5.3948552936,6.0473082833,5
34803,12079,201404,201309,SHORT ShiftLevel,287,233,269,1,1,11,3,74,201301,1,2013,9,2013,4,2014,7,15,23.2,15.5,23.2,15.5,3.143115779,2.7376506709,5
34959,12091,201703,201701,SHORT ShiftLevel,48,53,224,1,1,11,,,,,,1,2017,3,2017,2,,9.4,322.6,9.4,300.0,2.2443161849,5.7765418289,8
34983,12091,201706,201701,SHORT ShiftLevel,49,125,69,1,1,11,,,,,,1,2017,6,2017,5,,60.8,44.8,60.8,44.8,4.107589789,3.8022081394,8
34984,12091,201706,201702,SHORT ShiftLevel,50,125,67,1,1,11,,,,,,2,2017,6,2017,4,,60.0,46.4,60.0,46.4,4.0943445622,3.8372994592,8
34992,12100,201210,201208,SHORT ShiftLevel,40,67,211,1,1,11,3,177,201206,6,2012,8,2012,10,2012,2,4,40.3,214.9,40.3,214.9,3.6963144326,5.3702908662,3
35006,12104,201408,201406,SHORT XT,1217,441,454,1,1,11,3,73,201407,7,2014,6,2014,8,2014,2,1,176.0,2.9,176.0,2.9,5.1702778307,1.081074668,5
35027,12109,201607,201603,SHORT ShiftLevel,1374,521,1686,1,1,11,3,113,201512,12,2015,3,2016,7,2016,4,7,163.7,223.6,163.7,223.6,5.0981796917,5.4098965102,7
35041,12109,201609,201606,SHORT ShiftLevel,196,232,1106,1,1,11,3,113,201512,12,2015,6,2016,9,2016,3,9,15.5,376.7,15.5,300.0,2.7419517528,5.93151319,7
35060,12109,201611,201610,SHORT ShiftLevel,325,225,362,1,1,11,3,113,201512,12,2015,10,2016,11,2016,1,11,44.4,60.9,44.4,60.9,3.7942399698,4.1090507096,7
35079,12109,201702,201611,SHORT ShiftLevel,387,240,359,1,1,11,3,113,201512,12,2015,11,2016,2,2017,3,14,61.3,49.6,61.3,49.6,4.1149638494,3.9036547558,8
35084,12109,201703,201610,SHORT ShiftLevel,465,363,725,1,1,11,3,113,201512,12,2015,10,2016,3,2017,5,15,28.1,99.7,28.1,99.7,3.335740165,4.6024115635,8
35100,12109,201705,201611,SHORT ShiftLevel,495,301,493,1,1,11,3,113,201512,12,2015,11,2016,5,2017,6,17,64.5,63.8,64.5,63.8,4.1659180803,4.1555552933,8
35177,12122,201707,201706,SHORT XT,2023,2511,2220,1,1,11,14,33,201706,6,2017,6,2017,7,2017,1,1,19.4,11.6,19.4,11.6,2.9670492327,2.450057094,8
35185,12122,201802,201711,SHORT ShiftLevel,302,95,185,1,1,11,14,33,201706,6,2017,11,2017,2,2018,3,8,217.9,94.7,217.9,94.7,5.3840120877,4.5511029647,9
35199,12122,201805,201712,SHORT ShiftLevel,385,381,145,1,1,11,14,33,201706,6,2017,12,2017,5,2018,5,11,1.0,61.9,1.0,61.9,0.048665172,4.1262026159,9
35235,12123,201304,201209,SHORT ShiftLevel,5794,10040,5949,1,1,11,3,48,201206,6,2012,9,2012,4,2013,7,10,42.3,40.7,42.3,40.7,3.744570435,3.7073825107,4
35236,12123,201304,201210,SHORT ShiftLevel,8399,10040,5893,1,1,11,3,48,201206,6,2012,10,2012,4,2013,6,10,16.3,41.3,16.3,41.3,2.7938988838,3.720978253,4
35240,12123,201304,201302,SHORT ShiftLevel,9916,10040,9724,1,1,11,3,48,201206,6,2012,2,2013,4,2013,2,10,1.2,3.1,1.2,3.1,0.2111193583,1.1465800063,4
35248,12123,201305,201302,SHORT ShiftLevel,8756,6024,8461,1,1,11,3,48,201206,6,2012,2,2013,5,2013,3,11,45.4,40.5,45.4,40.5,3.8144526372,3.7001864701,4
35269,12123,201308,201305,SHORT ShiftLevel,6005,3068,6146,1,1,11,3,48,201206,6,2012,5,2013,8,2013,3,14,95.7,100.3,95.7,100.3,4.5615329547,4.6084243379,4
35312,12123,201401,201311,LONG Pure,6002,5515,7006,1,1,11,3,48,201206,6,2012,11,2013,1,2014,2,19,8.8,27.0,8.8,27.0,2.1782073774,3.2971455691,5
35332,12123,201403,201402,LONG Pure,9969,6203,9851,1,1,11,3,48,201206,6,2012,2,2014,3,2014,1,21,60.7,58.8,60.7,58.8,4.1061505702,4.0743162122,5
35344,12123,201405,201305,SHORT ShiftLevel,9285,6787,9321,1,1,11,3,48,201206,6,2012,5,2013,5,2014,12,23,36.8,37.3,36.8,37.3,3.60565158,3.6199602502,5
35359,12123,201406,201308,SHORT ShiftLevel,6989,3983,5311,1,1,11,3,48,201206,6,2012,8,2013,6,2014,10,24,75.5,33.3,75.5,33.3,4.3237451731,3.5068089328,5
35369,12123,201407,201402,LONG Pure,3277,3133,3299,1,1,11,3,48,201206,6,2012,2,2014,7,2014,5,25,4.6,5.3,4.6,5.3,1.5252371946,1.6674116834,5
35383,12123,201409,201406,LONG Pure,4482,2709,4617,1,1,11,3,48,201206,6,2012,6,2014,9,2014,3,27,65.4,70.4,65.4,70.4,4.18126365,4.2546461959,5
35392,12123,201411,201405,LONG Pure,4699,3811,4893,1,1,11,3,48,201206,6,2012,5,2014,11,2014,6,29,23.3,28.4,23.3,28.4,3.1484950281,3.3460897445,5
35416,12123,201502,201408,LONG Pure,5185,4170,5058,1,1,11,3,48,201206,6,2012,8,2014,2,2015,6,32,24.3,21.3,24.3,21.3,3.1921427627,3.0584706142,6
35434,12123,201504,201407,LONG Pure,8991,5837,8010,1,1,11,3,48,201206,6,2012,7,2014,4,2015,9,34,54.0,37.2,54.0,37.2,3.9896247083,3.617061921,6
35439,12123,201504,201412,LONG Pure,7278,5837,6948,1,1,11,3,48,201206,6,2012,12,2014,4,2015,4,34,24.7,19.0,24.7,19.0,3.2062905368,2.9462137304,6
35467,12123,201506,201505,LONG Pure,4364,2673,3392,1,1,11,3,48,201206,6,2012,5,2015,6,2015,1,36,63.3,26.9,63.3,26.9,4.1472888187,3.2920748276,6
35476,12123,201508,201503,LONG Pure,2499,2779,2479,1,1,11,3,48,201206,6,2012,3,2015,8,2015,5,38,10.1,10.8,10.1,10.8,2.3101133594,2.3791062309,6
35478,12123,201508,201505,LONG Pure,2960,2779,2471,1,1,11,3,48,201206,6,2012,5,2015,8,2015,3,38,6.5,11.1,6.5,11.1,1.8738207875,2.4054235392,6
35480,12123,201508,201507,LONG Pure,2494,2779,2497,1,1,11,3,48,201206,6,2012,7,2015,8,2015,1,38,10.3,10.1,10.3,10.1,2.3278129365,2.3172308272,6
35527,12123,201602,201509,LONG Pure,5137,5073,3447,1,1,11,3,48,201206,6,2012,9,2015,2,2016,5,44,1.3,32.1,1.3,32.1,0.2323656318,3.4673608385,7
35532,12123,201603,201507,LONG Pure,7530,6524,5716,1,1,11,3,48,201206,6,2012,7,2015,3,2016,8,45,15.4,12.4,15.4,12.4,2.7356645729,2.5164892808,7
35540,12123,201604,201507,LONG Pure,7792,5199,7030,1,1,11,3,48,201206,6,2012,7,2015,4,2016,9,46,49.9,35.2,49.9,35.2,3.9095193931,3.5615661523,7
35548,12123,201604,201603,LONG Pure,6568,5199,6359,1,1,11,3,48,201206,6,2012,3,2016,4,2016,1,46,26.3,22.3,26.3,22.3,3.2707844329,3.1051238917,7
35573,12123,201607,201604,LONG Pure,2429,3166,4080,1,1,11,3,48,201206,6,2012,4,2016,7,2016,3,49,23.3,28.9,23.3,28.9,3.1475338377,3.362776517,7
35585,12123,201609,201603,LONG Pure,2803,2108,2632,1,1,11,3,48,201206,6,2012,3,2016,9,2016,6,51,33.0,24.9,33.0,24.9,3.4955871219,3.2131669606,7
35588,12123,201609,201606,LONG Pure,3000,2108,3138,1,1,11,3,48,201206,6,2012,6,2016,9,2016,3,51,42.3,48.9,42.3,48.9,3.7451414089,3.8889893576,7
35598,12123,201610,201608,LONG Pure,3016,2112,2998,1,1,11,3,48,201206,6,2012,8,2016,10,2016,2,52,42.8,42.0,42.8,42.0,3.7566089016,3.7364964918,7
35613,12123,201612,201604,LONG Pure,2994,2712,3630,1,1,11,3,48,201206,6,2012,4,2016,12,2016,8,54,10.4,33.8,10.4,33.8,2.3416356079,3.5219259275,7
35618,12123,201612,201609,LONG Pure,4239,2712,3693,1,1,11,3,48,201206,6,2012,9,2016,12,2016,3,54,56.3,36.2,56.3,36.2,4.0307888421,3.5883009965,7
35652,12123,201704,201609,LONG Pure,6800,4104,5063,1,1,11,3,48,201206,6,2012,9,2016,4,2017,7,58,65.7,23.4,65.7,23.4,4.1849772712,3.151343874,8
35677,12123,201706,201611,LONG Pure,2146,2014,2915,1,1,11,3,48,201206,6,2012,11,2016,6,2017,7,60,6.6,44.7,6.6,44.7,1.8800940353,3.8007973703,8
35680,12123,201706,201702,LONG Pure,1945,2014,3069,1,1,11,3,48,201206,6,2012,2,2017,6,2017,4,60,3.4,52.4,3.4,52.4,1.2313986173,3.9585881586,8
35685,12123,201707,201702,LONG Pure,1855,2260,2798,1,1,11,3,48,201206,6,2012,2,2017,7,2017,5,61,17.9,23.8,17.9,23.8,2.8859371608,3.1699086539,8
35688,12123,201707,201705,LONG Pure,1308,2260,2807,1,1,11,3,48,201206,6,2012,5,2017,7,2017,2,61,42.1,24.2,42.1,24.2,3.7406151285,3.1864988961,8
35700,12123,201709,201704,LONG Pure,1462,1708,1925,1,1,11,3,48,201206,6,2012,4,2017,9,2017,5,63,14.4,12.7,14.4,12.7,2.6674233476,2.5419891652,8
35709,12123,201710,201706,LONG Pure,1304,1671,1769,1,1,11,3,48,201206,6,2012,6,2017,10,2017,4,64,22.0,5.9,22.0,5.9,3.0893545054,1.7689601361,8
35712,12123,201711,201702,LONG Pure,2671,4592,2401,1,1,11,3,48,201206,6,2012,2,2017,11,2017,9,65,41.8,47.7,41.8,47.7,3.7337004108,3.8652125876,8
35717,12123,201711,201707,LONG Pure,2316,4592,2539,1,1,11,3,48,201206,6,2012,7,2017,11,2017,4,65,49.6,44.7,49.6,44.7,3.9032740432,3.800156665,8
35719,12123,201712,201701,LONG Pure,2320,182,2828,1,1,11,3,48,201206,6,2012,1,2017,12,2017,11,66,1174.7,1453.8,300.0,300.0,7.0687895905,7.2819678436,8
35721,12123,201712,201703,LONG Pure,2288,182,2663,1,1,11,3,48,201206,6,2012,3,2017,12,2017,9,66,1157.1,1363.2,300.0,300.0,7.0537091916,7.2175804826,8
35732,12126,201107,201106,LONG Pure,7577,6404,6804,1,1,11,3,111,200208,8,2002,6,2011,7,2011,1,107,18.3,6.2,18.3,6.2,2.9078119605,1.831956659,2
35756,12126,201112,201109,LONG Pure,6339,5536,7387,1,1,11,3,111,200208,8,2002,9,2011,12,2011,3,112,14.5,33.4,14.5,33.4,2.6744974026,3.5096240013,2
35758,12126,201112,201111,LONG Pure,5483,5536,6510,1,1,11,3,111,200208,8,2002,11,2011,12,2011,1,112,1.0,17.6,1.0,17.6,-0.043565398,2.8675539923,2
35795,12126,201205,201201,LONG Pure,8067,8596,10611,1,1,11,3,111,200208,8,2002,1,2012,5,2012,4,117,6.2,23.4,6.2,23.4,1.8171063601,3.1544924026,3
35804,12126,201206,201112,LONG Pure,6346,6090,9166,1,1,11,3,111,200208,8,2002,12,2011,6,2012,6,118,4.2,50.5,4.2,50.5,1.4359442698,3.9221521559,3
35812,12126,201207,201203,LONG Pure,5773,6989,6241,1,1,11,3,111,200208,8,2002,3,2012,7,2012,4,119,17.4,10.7,17.4,10.7,2.856399485,2.3704804005,3
