Year,Population,Metro Area
1972-12-31 00:00:00,101300,"Kokomo, IN"
1974-12-31 00:00:00,101300,"Columbia, MO"
1979-12-31 00:00:00,101300,"Grand Forks, ND-MN"
1987-12-31 00:00:00,101296,"Goldsboro, NC"
1993-12-31 00:00:00,101296,"San Angelo, TX"
1998-12-31 00:00:00,101266,"Lewiston-Auburn, ME"
2014-12-31 00:00:00,101262,"Grand Forks, ND-MN"
1984-12-31 00:00:00,101261,"Dover, DE"
1995-12-31 00:00:00,101250,"Cumberland, MD-WV"
1970-12-31 00:00:00,101231,"Charlottesville, VA"
2013-12-31 00:00:00,101229,"Cumberland, MD-WV"
1982-12-31 00:00:00,101218,"Kankakee-Bradley, IL"
1978-12-31 00:00:00,101200,"Grand Forks, ND-MN"
1990-12-31 00:00:00,101195,"Elizabethtown, KY"
1985-12-31 00:00:00,101193,"Goldsboro, NC"
2006-12-31 00:00:00,101186,"Bismarck, ND"
1999-12-31 00:00:00,101180,"Mount Vernon-Anacortes, WA"
1982-12-31 00:00:00,101178,"Napa, CA"
1994-12-31 00:00:00,101167,"Kankakee-Bradley, IL"
1993-12-31 00:00:00,101150,"Gadsden, AL"
1996-12-31 00:00:00,101131,"Warner Robins, GA"
1971-12-31 00:00:00,101100,"Elmira, NY"
1972-12-31 00:00:00,101100,"Athens-Clarke County, GA"
1973-12-31 00:00:00,101100,"Billings, MT"
1988-12-31 00:00:00,101082,"Elizabethtown, KY"
1984-12-31 00:00:00,101060,"Sheboygan, WI"
2002-12-31 00:00:00,101055,"Kokomo, IN"
1985-12-31 00:00:00,101028,"Sheboygan, WI"
2008-12-31 00:00:00,101027,"Ithaca, NY"
1991-12-31 00:00:00,101012,"Victoria, TX"
1982-12-31 00:00:00,101000,"Burlington, NC"
1986-12-31 00:00:00,100995,"Sheboygan, WI"
1983-12-31 00:00:00,100953,"Dover, DE"
1980-12-31 00:00:00,100944,"Grand Forks, ND-MN"
1980-12-31 00:00:00,100935,"Sheboygan, WI"
2013-12-31 00:00:00,100928,"Fairbanks, AK"
1997-12-31 00:00:00,100923,"Lewiston-Auburn, ME"
2003-12-31 00:00:00,100923,"Kokomo, IN"
1982-12-31 00:00:00,100900,"Victoria, TX"
1992-12-31 00:00:00,100896,"Elizabethtown, KY"
1990-12-31 00:00:00,100877,"Morristown, TN"
1984-12-31 00:00:00,100847,"Kokomo, IN"
2002-12-31 00:00:00,100840,"Cumberland, MD-WV"
1980-12-31 00:00:00,100833,"Elizabethtown, KY"
1992-12-31 00:00:00,100832,"Gadsden, AL"
1971-12-31 00:00:00,100800,"Jacksonville, NC"
1997-12-31 00:00:00,100796,"Jonesboro, AR"
2003-12-31 00:00:00,100782,"Wenatchee, WA"
1982-12-31 00:00:00,100770,"Sheboygan, WI"
2004-12-31 00:00:00,100757,"Missoula, MT"
1985-12-31 00:00:00,100755,"Morristown, TN"
2013-12-31 00:00:00,100737,"Grand Forks, ND-MN"
1983-12-31 00:00:00,100730,"Kokomo, IN"
1988-12-31 00:00:00,100728,"Gadsden, AL"
1992-12-31 00:00:00,100728,"San Angelo, TX"
1996-12-31 00:00:00,100701,"Cumberland, MD-WV"
1977-12-31 00:00:00,100700,"Owensboro, KY"
1979-12-31 00:00:00,100700,"Sheboygan, WI"
1985-12-31 00:00:00,100700,"Kokomo, IN"
2009-12-31 00:00:00,100694,"Pine Bluff, AR"
2016-12-31 00:00:00,100683,"Fairbanks, AK"
1989-12-31 00:00:00,100673,"Elizabethtown, KY"
1997-12-31 00:00:00,100670,"Sherman-Denison, TX"
2004-12-31 00:00:00,100660,"Kokomo, IN"
1993-12-31 00:00:00,100646,"Grand Junction, CO"
1976-12-31 00:00:00,100600,"Grand Forks, ND-MN"
1979-12-31 00:00:00,100600,"Yuba City, CA"
2005-12-31 00:00:00,100600,"Kokomo, IN"
1983-12-31 00:00:00,100592,"Sheboygan, WI"
2007-12-31 00:00:00,100557,"Longview, WA"
1981-12-31 00:00:00,100554,"Sheboygan, WI"
2014-12-31 00:00:00,100545,"Cumberland, MD-WV"
1998-12-31 00:00:00,100502,"Jackson, TN"
1982-12-31 00:00:00,100501,"Morristown, TN"
1971-12-31 00:00:00,100500,"Kokomo, IN"
1973-12-31 00:00:00,100500,"Elmira, NY"
1975-12-31 00:00:00,100500,"Elmira, NY"
1976-12-31 00:00:00,100500,"Kankakee-Bradley, IL"
1977-12-31 00:00:00,100500,"Sheboygan, WI"
1998-12-31 00:00:00,100481,"Auburn-Opelika, AL"
2003-12-31 00:00:00,100465,"Cumberland, MD-WV"
1981-12-31 00:00:00,100445,"Panama City-Lynn Haven, FL"
1970-12-31 00:00:00,100434,"Pascagoula, MS"
2007-12-31 00:00:00,100413,"Ithaca, NY"
1991-12-31 00:00:00,100408,"Valdosta, GA"
1972-12-31 00:00:00,100400,"Lawton, OK"
1973-12-31 00:00:00,100400,"Dothan, AL"
1975-12-31 00:00:00,100400,"Sheboygan, WI"
1976-12-31 00:00:00,100400,"Owensboro, KY"
1984-12-31 00:00:00,100393,"Goldsboro, NC"
1999-12-31 00:00:00,100377,"Kokomo, IN"
1986-12-31 00:00:00,100345,"Morristown, TN"
1993-12-31 00:00:00,100329,"Kankakee-Bradley, IL"
1989-12-31 00:00:00,100327,"Gadsden, AL"
2004-12-31 00:00:00,100324,"Cumberland, MD-WV"
1996-12-31 00:00:00,100312,"Kokomo, IN"
2012-12-31 00:00:00,100305,"Fairbanks, AK"
1991-12-31 00:00:00,100302,"Dalton, GA"
1978-12-31 00:00:00,100300,"Sheboygan, WI"
1991-12-31 00:00:00,100295,"Gadsden, AL"
2000-12-31 00:00:00,100295,"Lawrence, KS"
2010-12-31 00:00:00,100258,"Pine Bluff, AR"
1999-12-31 00:00:00,100253,"Vero Beach, FL"
1998-12-31 00:00:00,100233,"Idaho Falls, ID"
1988-12-31 00:00:00,100211,"San Angelo, TX"
1986-12-31 00:00:00,100205,"Goldsboro, NC"
1986-12-31 00:00:00,100204,"Lewiston-Auburn, ME"
1997-12-31 00:00:00,100203,"Kokomo, IN"
1977-12-31 00:00:00,100200,"Gadsden, AL"
1977-12-31 00:00:00,100200,"Redding, CA"
1988-12-31 00:00:00,100133,"Morristown, TN"
1985-12-31 00:00:00,100114,"Lewiston-Auburn, ME"
1986-12-31 00:00:00,100102,"Kokomo, IN"
1972-12-31 00:00:00,100100,"Wausau, WI"
1973-12-31 00:00:00,100100,"La Crosse, WI-MN"
1974-12-31 00:00:00,100100,"Grand Forks, ND-MN"
1981-12-31 00:00:00,100083,"Burlington, NC"
1987-12-31 00:00:00,100077,"El Centro, CA"
2009-12-31 00:00:00,100070,"Fond du Lac, WI"
1998-12-31 00:00:00,100064,"Kokomo, IN"
2006-12-31 00:00:00,100055,"Kokomo, IN"
1989-12-31 00:00:00,100041,"Morristown, TN"
1984-12-31 00:00:00,100018,"Lewiston-Auburn, ME"
1992-12-31 00:00:00,100005,"Salisbury, MD"
1974-12-31 00:00:00,100000,"Sheboygan, WI"
1975-12-31 00:00:00,100000,"Kankakee-Bradley, IL"
1976-12-31 00:00:00,100000,"Elmira, NY"
2006-12-31 00:00:00,99997,"Ithaca, NY"
1986-12-31 00:00:00,99995,"Rapid City, SD"
1992-12-31 00:00:00,99964,"Gainesville, GA"
2002-12-31 00:00:00,99944,"Wenatchee, WA"
2006-12-31 00:00:00,99933,"Brunswick, GA"
1995-12-31 00:00:00,99931,"Farmington, NM"
2004-12-31 00:00:00,99920,"Ocean City, NJ"
1982-12-31 00:00:00,99902,"Naples-Marco Island, FL"
1973-12-31 00:00:00,99900,"Burlington, NC"
1974-12-31 00:00:00,99900,"Elmira, NY"
1974-12-31 00:00:00,99900,"Jefferson City, MO"
1976-12-31 00:00:00,99900,"Sheboygan, WI"
1996-12-31 00:00:00,99892,"Sherman-Denison, TX"
1990-12-31 00:00:00,99879,"San Angelo, TX"
2008-12-31 00:00:00,99864,"Fond du Lac, WI"
1989-12-31 00:00:00,99850,"Hanford-Corcoran, CA"
1970-12-31 00:00:00,99848,"Kokomo, IN"
2015-12-31 00:00:00,99846,"Cumberland, MD-WV"
2003-12-31 00:00:00,99832,"Missoula, MT"
2007-12-31 00:00:00,99810,"Kokomo, IN"
1971-12-31 00:00:00,99800,"Tyler, TX"
1973-12-31 00:00:00,99800,"Grand Forks, ND-MN"
1974-12-31 00:00:00,99800,"Kankakee-Bradley, IL"
1975-12-31 00:00:00,99800,"Owensboro, KY"
1990-12-31 00:00:00,99799,"Gadsden, AL"
1996-12-31 00:00:00,99795,"Jonesboro, AR"
1988-12-31 00:00:00,99777,"Sumter, SC"
2008-12-31 00:00:00,99772,"Cumberland, MD-WV"
2004-12-31 00:00:00,99747,"Ithaca, NY"
2009-12-31 00:00:00,99736,"Cumberland, MD-WV"
2017-12-31 00:00:00,99725,"Fairbanks, AK"
1988-12-31 00:00:00,99707,"Victoria, TX"
1980-12-31 00:00:00,99703,"Hattiesburg, MS"
1972-12-31 00:00:00,99700,"Burlington, NC"
1972-12-31 00:00:00,99700,"Kankakee-Bradley, IL"
1975-12-31 00:00:00,99700,"Ocala, FL"
1979-12-31 00:00:00,99700,"Lewiston-Auburn, ME"
2005-12-31 00:00:00,99698,"Ithaca, NY"
1970-12-31 00:00:00,99665,"Lebanon, PA"
1995-12-31 00:00:00,99663,"Kokomo, IN"
1981-12-31 00:00:00,99662,"Napa, CA"
1997-12-31 00:00:00,99657,"Cumberland, MD-WV"
2015-12-31 00:00:00,99630,"Fairbanks, AK"
1981-12-31 00:00:00,99623,"Las Cruces, NM"
1972-12-31 00:00:00,99600,"Greeley, CO"
1974-12-31 00:00:00,99600,"College Station-Bryan, TX"
1975-12-31 00:00:00,99600,"Odessa, TX"
1976-12-31 00:00:00,99600,"Morgantown, WV"
1978-12-31 00:00:00,99600,"Iowa City, IA"
1990-12-31 00:00:00,99582,"Victoria, TX"
2007-12-31 00:00:00,99564,"Cumberland, MD-WV"
1987-12-31 00:00:00,99561,"Morristown, TN"
1983-12-31 00:00:00,99560,"Kankakee-Bradley, IL"
1990-12-31 00:00:00,99527,"Valdosta, GA"
1991-12-31 00:00:00,99525,"Flagstaff, AZ"
1981-12-31 00:00:00,99522,"Lewiston-Auburn, ME"
1980-12-31 00:00:00,99509,"Lewiston-Auburn, ME"
2005-12-31 00:00:00,99507,"Cumberland, MD-WV"
1990-12-31 00:00:00,99503,"Santa Fe, NM"
1971-12-31 00:00:00,99500,"Medford, OR"
1991-12-31 00:00:00,99500,"San Angelo, TX"
1988-12-31 00:00:00,99493,"Prescott, AZ"
2001-12-31 00:00:00,99476,"Wenatchee, WA"
2008-12-31 00:00:00,99450,"Kokomo, IN"
2002-12-31 00:00:00,99432,"St. George, UT"
1987-12-31 00:00:00,99420,"Sumter, SC"
2016-12-31 00:00:00,99401,"Cumberland, MD-WV"
1972-12-31 00:00:00,99400,"Billings, MT"
1973-12-31 00:00:00,99400,"Kankakee-Bradley, IL"
1979-12-31 00:00:00,99400,"Myrtle Beach-Conway-North Myrtle Beach, SC"
1983-12-31 00:00:00,99391,"Goldsboro, NC"
1998-12-31 00:00:00,99389,"Mount Vernon-Anacortes, WA"
1994-12-31 00:00:00,99381,"Kokomo, IN"
2000-12-31 00:00:00,99379,"Wenatchee, WA"
2007-12-31 00:00:00,99376,"Fond du Lac, WI"
2005-12-31 00:00:00,99371,"Bismarck, ND"
1986-12-31 00:00:00,99356,"Elizabethtown, KY"
1985-12-31 00:00:00,99327,"Elizabethtown, KY"
1980-12-31 00:00:00,99319,"Burlington, NC"
1971-12-31 00:00:00,99300,"La Crosse, WI-MN"
1973-12-31 00:00:00,99300,"Columbia, MO"
1974-12-31 00:00:00,99300,"Burlington, NC"
1977-12-31 00:00:00,99300,"Elmira, NY"
1979-12-31 00:00:00,99300,"Elmira, NY"
1999-12-31 00:00:00,99278,"Bowling Green, KY"
1970-12-31 00:00:00,99267,"State College, PA"
1983-12-31 00:00:00,99262,"Lewiston-Auburn, ME"
1980-12-31 00:00:00,99258,"Laredo, TX"
1987-12-31 00:00:00,99256,"San Angelo, TX"
2014-12-31 00:00:00,99256,"Fairbanks, AK"
1997-12-31 00:00:00,99230,"Jackson, TN"
1982-12-31 00:00:00,99225,"Dover, DE"
1999-12-31 00:00:00,99220,"Cleveland, TN"
2006-12-31 00:00:00,99209,"Cumberland, MD-WV"
2003-12-31 00:00:00,99203,"Ithaca, NY"
1971-12-31 00:00:00,99200,"Barnstable Town, MA"
1971-12-31 00:00:00,99200,"Wausau, WI"
1972-12-31 00:00:00,99200,"Barnstable Town, MA"
1977-12-31 00:00:00,99200,"Iowa City, IA"
1979-12-31 00:00:00,99200,"Dover, DE"
1980-12-31 00:00:00,99199,"Napa, CA"
1985-12-31 00:00:00,99199,"El Centro, CA"
1987-12-31 00:00:00,99182,"Elizabethtown, KY"
1993-12-31 00:00:00,99180,"Kokomo, IN"
1998-12-31 00:00:00,99174,"Cumberland, MD-WV"
1995-12-31 00:00:00,99173,"Warner Robins, GA"
2018-12-31 00:00:00,99154,"Hot Springs, AR"
1997-12-31 00:00:00,99145,"Idaho Falls, ID"
1991-12-31 00:00:00,99130,"Salisbury, MD"
1998-12-31 00:00:00,99112,"Vero Beach, FL"
2012-12-31 00:00:00,99086,"Grand Forks, ND-MN"
2011-12-31 00:00:00,99044,"Pine Bluff, AR"
1986-12-31 00:00:00,99036,"San Angelo, TX"
1974-12-31 00:00:00,99000,"Owensboro, KY"
1976-12-31 00:00:00,99000,"Gadsden, AL"
1979-12-31 00:00:00,99000,"Burlington, NC"
2018-12-31 00:00:00,98976,"Cheyenne, WY"
2018-12-31 00:00:00,98971,"Fairbanks, AK"
2006-12-31 00:00:00,98953,"Longview, WA"
1990-12-31 00:00:00,98943,"Dalton, GA"
1994-12-31 00:00:00,98939,"Farmington, NM"
2002-12-31 00:00:00,98918,"Missoula, MT"
1992-12-31 00:00:00,98913,"Kankakee-Bradley, IL"
2006-12-31 00:00:00,98910,"Fond du Lac, WI"
1975-12-31 00:00:00,98900,"Columbia, MO"
1986-12-31 00:00:00,98885,"El Centro, CA"
1982-12-31 00:00:00,98860,"Lewiston-Auburn, ME"
1981-12-31 00:00:00,98812,"Morristown, TN"
1997-12-31 00:00:00,98809,"Coeur d'Alene, ID"
1973-12-31 00:00:00,98800,"Sheboygan, WI"
1976-12-31 00:00:00,98800,"Iowa City, IA"
1978-12-31 00:00:00,98800,"Lewiston-Auburn, ME"
1979-12-31 00:00:00,98800,"Napa, CA"
2009-12-31 00:00:00,98787,"Kokomo, IN"
1992-12-31 00:00:00,98751,"Madera, CA"
1984-12-31 00:00:00,98734,"Elizabethtown, KY"
1983-12-31 00:00:00,98727,"Elizabethtown, KY"
1971-12-31 00:00:00,98700,"Kankakee-Bradley, IL"
1972-12-31 00:00:00,98700,"La Crosse, WI-MN"
1974-12-31 00:00:00,98700,"Fort Walton Beach-Crestview-Destin, FL"
1976-12-31 00:00:00,98700,"Burlington, NC"
1978-12-31 00:00:00,98700,"Elmira, NY"
2010-12-31 00:00:00,98688,"Kokomo, IN"
1999-12-31 00:00:00,98678,"Logan, UT-ID"
2009-12-31 00:00:00,98660,"Fairbanks, AK"
1998-12-31 00:00:00,98657,"Bowling Green, KY"
1982-12-31 00:00:00,98653,"Midland, TX"
1989-12-31 00:00:00,98639,"Victoria, TX"
1985-12-31 00:00:00,98629,"Rapid City, SD"
2011-12-31 00:00:00,98606,"Kokomo, IN"
1982-12-31 00:00:00,98603,"Goldsboro, NC"
1996-12-31 00:00:00,98602,"Bend, OR"
1972-12-31 00:00:00,98600,"Grand Forks, ND-MN"
1974-12-31 00:00:00,98600,"Kennewick-Richland-Pasco, WA"
1975-12-31 00:00:00,98600,"College Station-Bryan, TX"
1987-12-31 00:00:00,98570,"Kokomo, IN"
2017-12-31 00:00:00,98566,"Cumberland, MD-WV"
2005-12-31 00:00:00,98558,"Ocean City, NJ"
1989-12-31 00:00:00,98530,"Valdosta, GA"
1984-12-31 00:00:00,98513,"Kankakee-Bradley, IL"
1971-12-31 00:00:00,98500,"Burlington, NC"
1973-12-31 00:00:00,98500,"Jefferson City, MO"
1977-12-31 00:00:00,98500,"Bellingham, WA"
1977-12-31 00:00:00,98500,"Burlington, NC"
1978-12-31 00:00:00,98500,"Burlington, NC"
2012-12-31 00:00:00,98492,"Kokomo, IN"
2009-12-31 00:00:00,98479,"Hot Springs, AR"
1995-12-31 00:00:00,98465,"Jonesboro, AR"
2010-12-31 00:00:00,98461,"Grand Forks, ND-MN"
2017-12-31 00:00:00,98460,"Cheyenne, WY"
2005-12-31 00:00:00,98458,"Fond du Lac, WI"
1999-12-31 00:00:00,98450,"Winchester, VA-WV"
2017-12-31 00:00:00,98444,"Hot Springs, AR"
1997-12-31 00:00:00,98438,"Auburn-Opelika, AL"
1978-12-31 00:00:00,98400,"Yuba City, CA"
1979-12-31 00:00:00,98400,"Greenville, NC"
2002-12-31 00:00:00,98393,"Ithaca, NY"
1992-12-31 00:00:00,98364,"Kokomo, IN"
2008-12-31 00:00:00,98351,"Fairbanks, AK"
1999-12-31 00:00:00,98343,"Lawrence, KS"
1998-12-31 00:00:00,98340,"Logan, UT-ID"
1996-12-31 00:00:00,98326,"Idaho Falls, ID"
1981-12-31 00:00:00,98317,"Dover, DE"
1991-12-31 00:00:00,98317,"Gainesville, GA"
2016-12-31 00:00:00,98311,"Hot Springs, AR"
1996-12-31 00:00:00,98309,"Jackson, TN"
1998-12-31 00:00:00,98301,"Cleveland, TN"
1974-12-31 00:00:00,98300,"Morgantown, WV"
1978-12-31 00:00:00,98300,"Dover, DE"
1979-12-31 00:00:00,98300,"Hattiesburg, MS"
2004-12-31 00:00:00,98281,"Fond du Lac, WI"
2013-12-31 00:00:00,98280,"Kokomo, IN"
1985-12-31 00:00:00,98243,"San Angelo, TX"
1999-12-31 00:00:00,98231,"Cumberland, MD-WV"
1980-12-31 00:00:00,98219,"Dover, DE"
1995-12-31 00:00:00,98205,"Idaho Falls, ID"
1975-12-31 00:00:00,98200,"Burlington, NC"
1975-12-31 00:00:00,98200,"Grand Forks, ND-MN"
1976-12-31 00:00:00,98200,"Danville, IL"
1976-12-31 00:00:00,98200,"Elizabethtown, KY"
1977-12-31 00:00:00,98200,"Lewiston-Auburn, ME"
2011-12-31 00:00:00,98179,"Grand Forks, ND-MN"
2018-12-31 00:00:00,98105,"Ames, IA"
2011-12-31 00:00:00,98104,"Fairbanks, AK"
1973-12-31 00:00:00,98100,"Danville, IL"
1973-12-31 00:00:00,98100,"Owensboro, KY"
1990-12-31 00:00:00,98097,"Salisbury, MD"
1986-12-31 00:00:00,98084,"Sumter, SC"
1981-12-31 00:00:00,98066,"Goldsboro, NC"
1970-12-31 00:00:00,98024,"La Crosse, WI-MN"
1992-12-31 00:00:00,98010,"Grand Junction, CO"
1994-12-31 00:00:00,98009,"Warner Robins, GA"
1999-12-31 00:00:00,98009,"Ocean City, NJ"
2003-12-31 00:00:00,98009,"Fond du Lac, WI"
2014-12-31 00:00:00,98008,"Kokomo, IN"
1998-12-31 00:00:00,98001,"Ocean City, NJ"
1977-12-31 00:00:00,98000,"Elizabethtown, KY"
1978-12-31 00:00:00,98000,"Greenville, NC"
1981-12-31 00:00:00,97978,"Elizabethtown, KY"
2016-12-31 00:00:00,97978,"Cheyenne, WY"
2007-12-31 00:00:00,97952,"Fairbanks, AK"
1984-12-31 00:00:00,97944,"San Angelo, TX"
1997-12-31 00:00:00,97932,"Ocean City, NJ"
1995-12-31 00:00:00,97930,"Ocean City, NJ"
2018-12-31 00:00:00,97927,"Rome, GA"
2018-12-31 00:00:00,97915,"Cumberland, MD-WV"
1982-12-31 00:00:00,97911,"Elizabethtown, KY"
1996-12-31 00:00:00,97910,"Ocean City, NJ"
1997-12-31 00:00:00,97904,"Vero Beach, FL"
1971-12-31 00:00:00,97900,"Grand Forks, ND-MN"
1972-12-31 00:00:00,97900,"Dothan, AL"
1975-12-31 00:00:00,97900,"Gadsden, AL"
1991-12-31 00:00:00,97865,"Kokomo, IN"
1987-12-31 00:00:00,97863,"Valdosta, GA"
1998-12-31 00:00:00,97862,"Grand Forks, ND-MN"
2004-12-31 00:00:00,97840,"Grand Forks, ND-MN"
1989-12-31 00:00:00,97831,"Dalton, GA"
1991-12-31 00:00:00,97824,"Elizabethtown, KY"
2002-12-31 00:00:00,97821,"Fond du Lac, WI"
2015-12-31 00:00:00,97816,"Hot Springs, AR"
2006-12-31 00:00:00,97814,"Ocean City, NJ"
1972-12-31 00:00:00,97800,"Danville, IL"
1975-12-31 00:00:00,97800,"Morgantown, WV"
1976-12-31 00:00:00,97800,"Olympia, WA"
1977-12-31 00:00:00,97800,"Danville, IL"
1978-12-31 00:00:00,97800,"Danville, IL"
2006-12-31 00:00:00,97796,"Grand Forks, ND-MN"
1995-12-31 00:00:00,97792,"Sherman-Denison, TX"
2014-12-31 00:00:00,97754,"Hot Springs, AR"
2001-12-31 00:00:00,97753,"Fond du Lac, WI"
1988-12-31 00:00:00,97741,"Valdosta, GA"
1980-12-31 00:00:00,97740,"Panama City-Lynn Haven, FL"
2004-12-31 00:00:00,97734,"Bismarck, ND"
1997-12-31 00:00:00,97706,"Bowling Green, KY"
1974-12-31 00:00:00,97700,"Danville, IL"
2008-12-31 00:00:00,97700,"Hot Springs, AR"
1980-12-31 00:00:00,97656,"Elmira, NY"
1999-12-31 00:00:00,97656,"Ithaca, NY"
2013-12-31 00:00:00,97653,"Hot Springs, AR"
2005-12-31 00:00:00,97648,"Brunswick, GA"
1994-12-31 00:00:00,97641,"Idaho Falls, ID"
1995-12-31 00:00:00,97612,"Ithaca, NY"
1972-12-31 00:00:00,97600,"Jefferson City, MO"
1973-12-31 00:00:00,97600,"Fort Walton Beach-Crestview-Destin, FL"
1975-12-31 00:00:00,97600,"Danville, IL"
2015-12-31 00:00:00,97592,"Kokomo, IN"
2010-12-31 00:00:00,97581,"Fairbanks, AK"
2001-12-31 00:00:00,97575,"Ithaca, NY"
1994-12-31 00:00:00,97568,"Ocean City, NJ"
1972-12-31 00:00:00,97500,"Sheboygan, WI"
1979-12-31 00:00:00,97500,"Panama City-Lynn Haven, FL"
2018-12-31 00:00:00,97494,"Kokomo, IN"
2016-12-31 00:00:00,97484,"Kokomo, IN"
1984-12-31 00:00:00,97475,"El Centro, CA"
1970-12-31 00:00:00,97457,"Wausau, WI"
2017-12-31 00:00:00,97450,"Kokomo, IN"
2012-12-31 00:00:00,97431,"Pine Bluff, AR"
2017-12-31 00:00:00,97427,"Rome, GA"
1991-12-31 00:00:00,97425,"Kankakee-Bradley, IL"
1971-12-31 00:00:00,97400,"Billings, MT"
1971-12-31 00:00:00,97400,"Danville, IL"
1974-12-31 00:00:00,97400,"Ocala, FL"
1978-12-31 00:00:00,97400,"Myrtle Beach-Conway-North Myrtle Beach, SC"
2001-12-31 00:00:00,97400,"Missoula, MT"
2000-12-31 00:00:00,97384,"Fond du Lac, WI"
1980-12-31 00:00:00,97335,"Morristown, TN"
2000-12-31 00:00:00,97331,"Grand Forks, ND-MN"
2005-12-31 00:00:00,97298,"Grand Forks, ND-MN"
1997-12-31 00:00:00,97287,"Ithaca, NY"
2010-12-31 00:00:00,97265,"Ocean City, NJ"
2008-12-31 00:00:00,97261,"Grand Forks, ND-MN"
2017-12-31 00:00:00,97260,"Ames, IA"
1970-12-31 00:00:00,97250,"Kankakee-Bradley, IL"
1988-12-31 00:00:00,97247,"Punta Gorda, FL"
1998-12-31 00:00:00,97239,"Ithaca, NY"
1996-12-31 00:00:00,97215,"Ithaca, NY"
1998-12-31 00:00:00,97211,"Winchester, VA-WV"
1995-12-31 00:00:00,97208,"Jackson, TN"
1999-12-31 00:00:00,97207,"Harrisonburg, VA"
1972-12-31 00:00:00,97200,"Owensboro, KY"
2009-12-31 00:00:00,97190,"Grand Forks, ND-MN"
1981-12-31 00:00:00,97165,"Victoria, TX"
1998-12-31 00:00:00,97165,"Harrisonburg, VA"
1988-12-31 00:00:00,97159,"Kokomo, IN"
1997-12-31 00:00:00,97125,"Mount Vernon-Anacortes, WA"
1971-12-31 00:00:00,97100,"Athens-Clarke County, GA"
1971-12-31 00:00:00,97100,"Fort Collins-Loveland, CO"
1971-12-31 00:00:00,97100,"Sheboygan, WI"
1976-12-31 00:00:00,97100,"Lewiston-Auburn, ME"
1979-12-31 00:00:00,97100,"Goldsboro, NC"
1970-12-31 00:00:00,97096,"Tyler, TX"
1990-12-31 00:00:00,97090,"Kokomo, IN"
1990-12-31 00:00:00,97080,"Flagstaff, AZ"
1992-12-31 00:00:00,97068,"Ocean City, NJ"
1988-12-31 00:00:00,97064,"Yuma, AZ"
1986-12-31 00:00:00,97055,"Valdosta, GA"
1980-12-31 00:00:00,97054,"Goldsboro, NC"
1970-12-31 00:00:00,97047,"Danville, IL"
1985-12-31 00:00:00,97039,"Kankakee-Bradley, IL"
2017-12-31 00:00:00,97009,"Dubuque, IA"
2015-12-31 00:00:00,97006,"Cheyenne, WY"
1994-12-31 00:00:00,97004,"Jonesboro, AR"
1977-12-31 00:00:00,97000,"Yuba City, CA"
1997-12-31 00:00:00,96997,"Harrisonburg, VA"
1994-12-31 00:00:00,96996,"Ithaca, NY"
1993-12-31 00:00:00,96993,"Ocean City, NJ"
2012-12-31 00:00:00,96989,"Hot Springs, AR"
1989-12-31 00:00:00,96962,"Santa Fe, NM"
1997-12-31 00:00:00,96944,"Cleveland, TN"
1993-12-31 00:00:00,96940,"Farmington, NM"
1971-12-31 00:00:00,96900,"Owensboro, KY"
1979-12-31 00:00:00,96900,"Danville, IL"
1979-12-31 00:00:00,96900,"Elizabethtown, KY"
1983-12-31 00:00:00,96890,"El Centro, CA"
2015-12-31 00:00:00,96884,"Dubuque, IA"
1984-12-31 00:00:00,96877,"Rapid City, SD"
2018-12-31 00:00:00,96854,"Dubuque, IA"
2011-12-31 00:00:00,96852,"Hot Springs, AR"
2003-12-31 00:00:00,96846,"Bismarck, ND"
2016-12-31 00:00:00,96845,"Ames, IA"
1994-12-31 00:00:00,96829,"Sherman-Denison, TX"
1989-12-31 00:00:00,96814,"Kokomo, IN"
1978-12-31 00:00:00,96800,"Goldsboro, NC"
1978-12-31 00:00:00,96800,"Hattiesburg, MS"
1979-12-31 00:00:00,96800,"Laredo, TX"
2007-12-31 00:00:00,96789,"Grand Forks, ND-MN"
1986-12-31 00:00:00,96787,"Sherman-Denison, TX"
2016-12-31 00:00:00,96782,"Dubuque, IA"
2004-12-31 00:00:00,96759,"Brunswick, GA"
1974-12-31 00:00:00,96700,"Odessa, TX"
2007-12-31 00:00:00,96700,"Ocean City, NJ"
2016-12-31 00:00:00,96675,"Rome, GA"
2000-12-31 00:00:00,96662,"Ithaca, NY"
1970-12-31 00:00:00,96660,"Sheboygan, WI"
1970-12-31 00:00:00,96656,"Barnstable Town, MA"
1997-12-31 00:00:00,96625,"Logan, UT-ID"
2015-12-31 00:00:00,96605,"Ames, IA"
1974-12-31 00:00:00,96600,"Gadsden, AL"
1998-12-31 00:00:00,96554,"Lawrence, KS"
1989-12-31 00:00:00,96537,"Salisbury, MD"
1990-12-31 00:00:00,96528,"Kankakee-Bradley, IL"
1993-12-31 00:00:00,96523,"Ithaca, NY"
1993-12-31 00:00:00,96511,"Jonesboro, AR"
1970-12-31 00:00:00,96502,"Burlington, NC"
1977-12-31 00:00:00,96500,"Napa, CA"
2007-12-31 00:00:00,96499,"Hot Springs, AR"
1996-12-31 00:00:00,96495,"Harrisonburg, VA"
2011-12-31 00:00:00,96490,"Ocean City, NJ"
2014-12-31 00:00:00,96483,"Dubuque, IA"
2008-12-31 00:00:00,96470,"Ocean City, NJ"
1996-12-31 00:00:00,96466,"Bowling Green, KY"
1996-12-31 00:00:00,96458,"Vero Beach, FL"
